Time,Code,Notes
0:28,start,
1:00,code,
1:15,google,
1:16,pause,productive
1:30,observer,unsolicited feedback
1:45,question,
3:53,comment,
4:58,code,
5:20,question,
6:15,pause,yes
6:30,question,
7:50,frustration,
8:47,code,
10:30,pause,
11:15,question,
13:15,question,
13:55,observer,unsolicited feedback
15:05,question,
16:00,pause,
16:30,breakthrough,
17:30,comment,
19:15,question,
