Time,Code,Notes
0:11,start,
0:12,code,
0:12,comment,
7:47,frustrated,
8:40,comment,
9:45,question,
9:45,pause,
10:30,observer,unsolicited feedback
11:17,comment,
12:10,large deletion,
13:20,question,
14:02,frustrated,
15:00,code,
15:02,question,
15:58,observer,unsolicited feedback
16:30,frustrated,
17:20,observer,unsolicited feedback
17:35,google,
18:40,question,
19:30,observer,unsolicited feedback
19:47,code,
20:24,observer,unsolicited feedback
21:25,question,
