1491949845241,cmd
1491949881698,enter
1491949883203,f
1491949883298,o
1491949883407,r
1491949883482,space
1491949883636,i
1491949883707,space
1491949884035,i
1491949884107,n
1491949884171,space
1491949884306,r
1491949884387,a
1491949884482,n
1491949884579,g
1491949884658,e
1491949885067,space
1491949885786,shift
1491949885867,(
1491949886595,0
1491949886955,,
1491949887235,1
1491949887420,0
1491949887546,0
1491949887738,shift
1491949887795,)
1491949888337,shift
1491949888394,:
1491949888558,enter
1491949888721,cmd
1491949888795,cmd-s
1491949897297,i
1491949897352,f
1491949897463,space
1491949898720,1
1491949899175,shift
1491949899199,%
1491949901435,backspace
1491949901554,backspace
1491949901983,i
1491949902566,shift
1491949902631,$
1491949903074,backspace
1491949903326,shift
1491949903368,%
1491949906794,2
1491949907808,space
1491949908384,shift
1491949908546,!
1491949908778,=
1491949909889,space
1491949910049,0
1491949910368,shift
1491949910393,:
1491949910789,enter
1491949911200,cmd
1491949911254,cmd-s
1491949915946,cmd
1491949915983,cmd-s
1491949930698,cmd
1491949930726,cmd-s
1491949945573,cmd
1491949945627,cmd-s
1491949955634,r
1491949955692,e
1491949956338,t
1491949957154,u
1491949957225,r
1491949957354,n
1491949958914,space
1491949959578,i
1491949959665,cmd
1491949959754,cmd-s
1491949961073,cmd
1491949961255,cmd-i
1491949966712,cmd
1491949967679,cmd-s
1491949968593,cmd
1491949968720,cmd-s
1491949990858,m
1491949990961,a
1491949991018,p
1491949991680,shift
1491949991810,(
1491949993120,shift
1491949993201,)
1491949993288,shift-cmd
1491949993327,cmd-s
1491950004323,cmd
1491950004400,cmd-i
1491950013630,backspace
1491950015758,backspace
1491950016946,tab
1491950017427,cmd
1491950017542,cmd-s
1491950042345,p
1491950042475,r
1491950042552,i
1491950042621,n
1491950042697,t
1491950042802,space
1491950042977,i
1491950043119,cmd
1491950043191,cmd-s
1491950045664,cmd
1491950045738,cmd-i
1491950053057,cmd
1491950053104,cmd-s
1491950087787,backspace
1491950088510,cmd
1491950088589,cmd-s
1491950096750,cmd
1491950096788,cmd-s
1491950122073,r
1491950122137,e
1491950122360,t
1491950123049,u
1491950123152,r
1491950123272,n
1491950123392,s
1491950124107,backspace
1491950124344,space
1491950124503,cmd
1491950124566,cmd-s
1491950127112,i
1491950127223,cmd
1491950127283,cmd-s
1491950130759,backspace
1491950144422,backspace
1491950144750,backspace
1491950145110,backspace
1491950145502,backspace
1491950145846,enter
1491950146618,cmd
1491950146655,cmd-s
1491950150947,cmd
1491950150967,cmd-s
1491950168939,enter
1491950169152,up
1491950169995,tab
1491950170518,f
1491950170598,i
1491950170678,n
1491950170743,a
1491950170886,l
1491950171479,space
1491950171630,=
1491950171726,space
1491950176591,backspace
1491950176717,backspace
1491950176992,backspace
1491950177143,backspace
1491950177294,backspace
1491950177446,backspace
1491950177607,backspace
1491950177774,backspace
1491950177910,backspace
1491950178047,backspace
1491950178675,cmd
1491950178723,cmd-s
1491950208042,cmd
1491950208101,cmd-s
1491950219567,space
1491950219883,shift
1491950220079,shift-T
1491950221503,r
1491950221623,u
1491950221720,e
1491950221982,cmd
1491950222037,cmd-s
1491950222570,enter
1491950223434,backspace
1491950223798,cmd
1491950223862,cmd-s
1491950228353,cmd
1491950228383,cmd-s
1491950231265,cmd
1491950231351,cmd-s
1491950238287,backspace
1491950238478,backspace
1491950238813,backspace
1491950239183,backspace
1491950239319,backspace
1491950239470,backspace
1491950239648,backspace
1491950239936,backspace
1491950240424,backspace
1491950240599,backspace
1491950240726,backspace
1491950240847,backspace
1491950241247,backspace
1491950241447,backspace
1491950242299,cmd
1491950242388,cmd-s
1491950244340,p
1491950244499,r
1491950244548,i
1491950244636,n
1491950244715,t
1491950244852,space
1491950245036,i
1491950245283,cmd
1491950245337,cmd-s
1491950246483,cmd
1491950246595,cmd-i
1491950256420,cmd
1491950256480,cmd-s
1491950261982,r
1491950262085,e
1491950262202,t
1491950262267,u
1491950262373,r
1491950262470,n
1491950262604,cmd
1491950262660,cmd-s
1491950263780,cmd
1491950263812,cmd-s
1491950264364,cmd
1491950264479,cmd-i
1491950273720,enter
1491950274294,p
1491950274877,r
1491950276253,i
1491950276325,n
1491950276428,t
1491950276597,space
1491950277181,i
1491950277315,cmd
1491950277397,cmd-s
1491950278132,cmd
1491950278286,cmd-i
1491950279197,cmd
1491950279269,cmd-s
1491950284958,backspace
1491950285380,backspace
1491950286028,cmd
1491950286058,cmd-s
1491950294920,enter
1491950295876,cmd
1491950295978,cmd-s
1491950297780,cmd
1491950297921,cmd-s
1491950302831,cmd
1491950302905,cmd-s
1491950303999,cmd
1491950304181,cmd-s
1491950304574,cmd
1491950304658,cmd-s
1491950304974,cmd
1491950305164,cmd-s
1491950414147,backspace
1491950474223,enter
1491950474476,up
1491950476014,tab
1491950476969,l
1491950477049,i
1491950477053,s
1491950477153,t
1491950477579,o
1491950477673,d
1491950477809,d
1491950478587,space
1491950478737,=
1491950478818,space
1491950479033,cmd
1491950479095,cmd-s
1491950490669,l
1491950490717,i
1491950490740,s
1491950490820,t
1491950491236,o
1491950491405,d
1491950491542,d
1491950492277,space
1491950492532,shift
1491950492685,+
1491950493192,space
1491950493749,1
1491950494215,backspace
1491950494493,i
1491950494596,cmd
