Time,Code,Notes
0:02,start,
0:09,pause,
1:25,google,
3:50,coding,
4:36,fail,
4:37,pause,unproductive
5:55,syntax change,
6:30,syntax change,
7:00,interruption,phone call
13:04,google,
14:19,syntax change,
14:19,iterable error,yes
14:35,question,
14:50,google,
16:30,pause,unproductive
17:10,google,
19:59,observer,unsolicited feedback
22:10,whole deletion,
22:30,coding,
23:10,pause,unproductive
