Time,Code,Notes
0:10,start,
0:20,comment,
1:27,pause,productive
1:40,code,
2:20,pause,productive
3:50,code,
4:30,pause,
5:00,code,
5:46,google,
6:27,code,
6:57,google,
7:30,code,
7:40,comment,
8:57,comment,
9:40,google,
10:50,pause,
10:45,code,
11:04,comment,
11:13,success,
