1492190044346,backspace
1492190044558,n
1492190044702,e
1492190044862,e
1492190045054,d
1492190045134,space
1492190045261,t
1492190045374,o
1492190045414,space
1492190045512,f
1492190045610,i
1492190045710,n
1492190045775,d
1492190045886,space
1492190045959,i
1492190046046,n
1492190046125,d
1492190046294,e
1492190046462,x
1492190047614,space
1492190048309,w
1492190048623,h
1492190048788,e
1492190048893,r
1492190049006,e
1492190050413,space
1492190050573,t
1492190050669,h
1492190050748,e
1492190050892,space
1492190050958,v
1492190051052,a
1492190051109,l
1492190051377,u
1492190051574,e
1492190051717,space
1492190051893,s
1492190052008,h
1492190052068,o
1492190052173,u
1492190052300,l
1492190052397,d
1492190052465,space
1492190052564,g
1492190052645,o
1492190052926,enter
1492190057196,n
1492190057444,e
1492190057587,e
1492190057780,d
1492190057965,space
1492190058099,t
1492190058211,o
1492190058359,space
1492190058787,a
1492190058964,p
1492190059114,p
1492190059359,backspace
1492190059853,backspace
1492190059934,backspace
1492190060020,backspace
1492190060295,backspace
1492190060470,backspace
1492190060629,backspace
1492190060789,backspace
1492190060937,backspace
1492190061073,backspace
1492190061215,backspace
1492190061587,shift
1492190061968,#
1492190062427,a
1492190062937,backspace
1492190063153,space
1492190063331,a
1492190063468,p
1492190063618,p
1492190063982,e
1492190064186,n
1492190064243,p
1492190064290,d
1492190064692,backspace
1492190064853,backspace
1492190065274,d
1492190070539,backspace
1492190070749,backspace
1492190072760,n
1492190072960,d
1492190073495,space
1492190073671,s
1492190073728,o
1492190073823,m
1492190073879,e
1492190074047,t
1492190074095,h
1492190074193,i
1492190074319,n
1492190074350,g
1492190074406,space
1492190074470,o
1492190074569,n
1492190074639,space
1492190074692,t
1492190074790,h
1492190074887,e
1492190074960,space
1492190075057,e
1492190075150,n
1492190075263,d
1492190076047,enter
1492190076493,shift
1492190076758,#
1492190077329,space
1492190077494,f
1492190077686,r
1492190077781,o
1492190077862,m
1492190077965,space
1492190078031,t
1492190078150,h
1492190078246,e
1492190078327,space
1492190078590,i
1492190078734,n
1492190078814,d
1492190078991,e
1492190079237,x
1492190079653,space
1492190079989,i
1492190080346,backspace
1492190080630,u
1492190080757,n
1492190080932,t
1492190081037,i
1492190081109,l
1492190081238,space
1492190081428,t
1492190081532,h
1492190081668,e
1492190082186,backspace
1492190082676,backspace
1492190082760,backspace
1492190082846,backspace
1492190082926,backspace
