1491844466662,shift
1491844466738,:
1491844489308,enter
1491844490068,l
1491844490231,s
1491844490429,t
1491844490891,space
1491844491127,=
1491844491296,space
1491844491530,[
1491844491610,]
1491844502484,shift
1491844502765,$
1491844503447,backspace
1491844503927,shift
1491844504013,#
1491844510657,cmd
1491844510761,cmd-/
1491844516257,enter
1491844524222,cmd
1491844524325,cmd-x
1491844525408,cmd
1491844525473,cmd-v
1491844526532,shift
1491844526577,:
1491844527934,i
1491844528026,f
1491844528113,space
1491844532742,enter
1491844532998,l
1491844533081,s
1491844533209,t
1491844533344,.
1491844533549,a
1491844533696,p
1491844533832,p
1491844533944,e
1491844534032,n
1491844534129,d
1491844534252,shift
1491844534324,(
1491844535589,x
1491844538040,backspace
1491844538187,backspace
1491845494416,cmd
1491845494502,cmd-s
1491847913941,cmd
1491847914171,cmd-z
1491847914932,cmd-z
1491847915432,cmd-z
1491847915516,cmd-z
1491847915599,cmd-z
1491847915685,cmd-z
1491847915767,cmd-z
1491847915852,cmd-z
1491847915936,cmd-z
1491847916019,cmd-z
1491847916112,cmd-z
1491847916187,cmd-z
1491847916271,cmd-z
1491847916356,cmd-z
1491847916439,cmd-z
1491847916524,cmd-z
1491847916608,cmd-z
1491847916699,cmd-z
1491847916774,cmd-z
1491847916859,cmd-z
1491847916942,cmd-z
1491847917027,cmd-z
1491847917111,cmd-z
1491847917194,cmd-z
1491847917279,cmd-z
1491847917363,cmd-z
1491847917446,cmd-z
1491847917529,cmd-z
1491847919336,cmd
1491847919488,cmd-s
