Time,Code,Notes
0:10,start,
2:49,google,
6:20,code,
6:40,pause,productive
9:30,code,
10:53,google,
13:00,pause,
14:50,google,
18:00,code,
19:25,google,
20:00,code,
20:22,indentation error,N/A
,,
,,
,,
,,
,,
,,
,,
,,
